,s_lat,s_long
118,-25.186013952640465,156.48172131127745
119,-80.62048139377747,263.603714458138
120,51.246448734812695,124.95137200116362
121,-39.854856305102004,122.74571620923508
122,-23.139251241573383,151.61601068616818
123,-44.84536342894891,1.2957047441007012
124,-22.335674727520367,81.71360738844407
125,17.049989776629932,76.10758094742285
126,-25.637988211589835,200.57540820143097
127,33.65706959747298,259.0806222315014
128,-32.590106900068335,100.44534973468647
129,-85.86002716615685,75.59822182476238
130,-4.066728095398485,329.86497142898395
131,24.403236871124683,334.1088097081192
132,-77.96350275479085,292.0080278823493
133,1.061208451442219,164.13433288567128
134,56.20762792579923,188.84869330576586
135,-16.277051198922607,105.41083376981287
136,-37.72640285420137,166.88114254524487
137,-63.22751515929042,119.37563785349363
138,-69.29229538122226,180.91088153489252
139,-16.162346960013334,265.7516836793431
140,48.01114397354019,229.04824310967152
141,15.286038893959232,104.29201999200626
142,60.437766215114884,232.50350197523977
143,-54.8527265285818,26.646960600400323
144,83.31383686915117,151.1951193878764
145,-60.7717263150709,172.9495074636754
146,15.871819290888588,345.4231582716627
147,-68.15046900106701,279.1693779487715
148,-19.20269964564756,281.7342191991321
149,-6.219084342284382,209.6370113826865
150,-5.843594534483561,348.70875365426707
151,-11.854251671470267,19.613417548798473
152,17.40517868058433,106.91333391048131
153,23.826662287070604,99.68073929479287
154,-47.783300614502714,324.99495739936293
155,-47.46816559753536,264.84261407505056
156,39.87833804467535,316.18038353240104
157,-73.09624727470805,180.83042118445545
158,-19.753476533582052,164.34300321678901
159,-19.2889813651909,326.397230506993
160,-51.11601800175518,6.4693908261133215
161,77.9949423228326,332.22926000514326
162,-57.33201923636239,258.51431611989705
163,55.575994526366216,93.60945338628098
164,32.64258903220492,266.43183669671697
165,43.82821860632812,217.06617017967892
166,-38.99077809166827,316.8541350081401
167,-24.995547064276337,290.6866019436907
168,68.77863301189866,8.553887708123215
169,70.52763583408998,202.41659991144894
170,23.53731002054802,81.59842819630461
171,-36.29764364952921,204.0134193696523
172,42.81088722023899,174.54719293931095
173,31.94775172400184,190.5423778393106
174,-28.586226230035766,73.56126068010182
175,-47.91358900721722,336.98954696828764
176,28.771678643042705,59.8285721850608
177,40.802081270191636,142.52749984216794
178,-0.07080513293174853,72.30426296985914
179,-79.97026805596316,299.1198115817861
180,-50.29438537384982,200.8155429146553
181,41.29301784472934,23.826748576229374
182,15.791322109283547,351.2029187954181
183,-64.81527776066542,2.923680841927337
184,86.15603321311588,182.91038746653155
185,-21.789588975603227,1.0676414527037523
186,4.924097085041913,43.92306709335221
187,-41.928984016719546,160.05483826425376
188,4.365691400517417,25.18973436558318
189,-39.21567636558765,155.18112774655995
